covering	Present participle or participial adjective from cover (verb) + -ing; or, from Middle English coverynge, participle form of coveren, keveren (“to cover”).	verb. present participle and gerund of cover
cracking	Inherited from Middle English crakynge.	noun. The thermal decomposition of a substance, especially that of crude petroleum in order to produce petrol / gasoline.
creation	Inherited from Middle English creacion, from Old French creacion (modern French création), from Latin creātiō, creātiōnis. By surface analysis, create + -ion. Displaced native Old English ġesċeaft.	noun. Something created such as an invention or artwork.
creative	Borrowed from Late Latin creativus, from Latin creō. Equivalent to create + -ive. Displaced native Old English orþanclīċ.	adjective. Tending to create things, or having the ability to create; often, excellently, in a novel fashion, or any or all of these.
creature	Inherited from Middle English creature (“a created thing”), borrowed via Old French creature, from Late Latin creātūra, from creō. By surface analysis, create + -ure. Displaced native Old English ġesċeaft. Doublet of craythur and critter.	noun. A living being, such as an animal, monster, or alien.
credible	From Middle English credible, borrowed from Middle French credible, from Latin crēdibilis (“worthy of belief”), from crēdō (“believe”); see credit.	adjective. Believable or plausible.
criminal	From Middle English cryminal, borrowed from Anglo-Norman criminal, from Late Latin criminalis, from Latin crimen (“crime”).	adjective. Against the law; forbidden by law.
criteria	The plural form of criterion, formed according to the Ancient Greek -ον (-on) → -α (-a) pluralisation pattern.	noun. plural of criterion
critical	From Latin criticus + English -al.	adjective. Inclined to find fault or criticize.
crossing	By surface analysis, cross + -ing.	noun. Cross-breeding.
cruising	By surface analysis, cruise + -ing.	noun. Sailing about without an exact destination, especially for pleasure.
crushing	By surface analysis, crush + -ing.	verb. present participle and gerund of crush
cultural	From culture + -al.	adjective. Pertaining to culture.
cupboard	Inherited from Middle English cuppeborde, cupbord. Equivalent to cup + board. Phonetic variants show that the /p/ in the original forms had assimilated to the present-day /b/ by the 16th century; the etymological spelling has, however, dominated from the 18th century.	noun. A board or table used to openly hold and display silver plate and other dishware; a sideboard; a buffet.
currency	Borrowed from Medieval Latin currentia. By surface analysis, current + -cy.	noun. Money or other items used to facilitate transactions.
customer	From Middle English custumer, from Old French coustumier, costumier (compare modern French coutumier), from Medieval Latin custumarius (“a toll-gatherer, tax-collector”, noun), from custumarius (“pertaining to custom or customs”, adjective), from custuma (“custom, tax”). More at custom. By surface analysis, custom + -er.	noun. A habitual patron, regular purchaser, returning client; a person or company who has a custom of buying from a particular business.
cylinder	From Middle French chilindre, cylindre, from Latin cylindrus, from Ancient Greek κύλινδρος (kúlindros), from κυλίνδω (kulíndō) "I roll or wallow" (intransitive). Doublet of calander and calender.	noun. A surface created by projecting a closed two-dimensional curve along an axis intersecting the plane of the curve.
damaging	From damage + -ing.	adjective. Causing damage; harmful, injurious.
darkness	From Middle English derknesse, from Old English deorcnes; equivalent to dark + -ness.	noun. The state of being dark; lack of light; the absolute or comparative absence of light.
database	From data + base.	noun. A collection of (usually) organized information in a regular structure, usually but not necessarily in a machine-readable format accessible by a computer.
daughter	From Middle English doghter, doughter, from Old English dohtor (“daughter”), from Proto-West Germanic *dohter, from Proto-Germanic *duhtēr, from Proto-Indo-European *dʰugh₂tḗr.	noun. One’s female offspring.
daylight	From Middle English daye-lighte, dey liȝht, dailiȝt, day-liht, dai-liht (also as days lyȝt, daies liht), equivalent to day + light. Cognate with Saterland Frisian Deegeslucht, Daisljoacht (“daylight”), West Frisian deiljocht (“daylight”), Dutch daglicht (“daylight”), German Tageslicht (“daylight”).	noun. The natural light that is ambient in daytime, being mostly sunlight (both direct and indirect, on either sunny days or cloudy days).
deadline	According to the Oxford English Dictionary, early usage refers to lines that do not move, such as one used in angling. Slightly later American usage refers to a boundary in a prison which prisoners must not cross. There is only indirect evidence that the sense of "due date" may be connected with this use of the term in prison camps during the American Civil War, when it referred to a physical line or boundary beyond which prisoners were shot. In 1904, in a report from the US Department of Commerce and Labor, the term is used for "minimum work goals" (and in contrast to bonus line): for example, as a typographer the line could be 18,000 ems per day; should one not cross this line, then that could have negative consequences. In 1917, the term is attested as a printing term for a guideline on the bed of a printing press beyond which text will not print. Three years later, the term is found in print in the sense of "time limit" in the closely connected publishing industry, indicating the time after which material would not make it into a newspaper or periodical.	noun. A time limit in the form of a date on or before which something must be completed.
debugger	From debug + -er.	noun. A computer program that helps the user to test and debug other programs, by enabling their step-by-step execution controlled by the user, setting of breakpoints, and monitoring values of variables.
decision	Derived from Middle French, from Latin dēcīsiō, dēcīsiōnis, from dēcīdō (“to decide”).	noun. The act of deciding.
decrease	From Middle English decresen, alteration of discresen, from Anglo-Norman, Old French descreistre (French: décroître), from Latin decrescere.	verb. Of a quantity, to become smaller.
dedicate	From Middle English dedicaten (“to dedicate”), from dedicat(e) (“dedicated”, also used as the past participle of dedicaten) + -en (verb-forming suffix), from Latin dēdicātus, the perfect passive participle of dēdicō (“to dedicate, proclaim”), see -ate (verb-forming suffix).	verb. To set apart for a deity or for religious purposes; consecrate.
defeated	From defeat + -ed.	adjective. Subjugated, beaten, overcome.
defended	From defend + -ed.	adjective. Having defenses.
